CourseNum,CRN,Section,SectionType,Professors,DepartmentCode,Department,Year,Semester
161,30494,T  ,Online Lab,"Lo, A",ACE,Agricultural and Consumer Economics,2024,Spring 2024
440,52789,A4 ,Lecture-Discussion,"Borgschulte, M",LER,Labor and Employment Relations,2024,Spring 2024
574,63437,LEC,Lecture-Discussion,"Bradley, J",BIOE,Bioengineering,2024,Spring 2024
280,38203,B  ,Lecture-Discussion,"Goodman, M;Kim, V",MSE,Materials Science and Engineering,2024,Spring 2024
591,68778,M0 ,Seminar,"Wheeler, M",NUTR,Nutritional Sciences,2024,Spring 2024
497,10310,,Independent Study,,ANTH,Anthropology,2024,Spring 2024
102,32188,BQG,Quiz,"Galluzzo, S;Gunasekera, B",CHEM,Chemistry,2024,Spring 2024
220,33807,AL1,Online Lecture,"Adeniba, T;Chen, M;El Kawas, G",HDFS,Human Development and Family Studies,2024,Spring 2024
472,73528,UG ,Online,"Hrubec, D;Kang, H",EPOL,"Education Policy, Organization and Leadership",2024,Spring 2024
470,68573,G1 ,Lecture,"Hernandez Saavedra, D",KIN,Kinesiology,2024,Spring 2024
228,35262,D1 ,Lecture-Discussion,"Garcia Marmolejo, D;Henshaw, F",SPAN,Spanish,2024,Spring 2024
490,45126,,Independent Study,,IB,Integrative Biology,2024,Spring 2024
492,55514,A  ,Lecture-Discussion,"Chen, T;Cohen, N",PSYC,Psychology,2024,Spring 2024
310,68851,1  ,Lecture,"Young, L",ASTR,Astronomy,2024,Spring 2024
574,72000,LEO,Online,"Bradley, J",BIOE,Bioengineering,2024,Spring 2024
440,52788,B3 ,Lecture-Discussion,"Borgschulte, M",LER,Labor and Employment Relations,2024,Spring 2024
102,32198,BQH,Quiz,"Galluzzo, S;Gunasekera, B",CHEM,Chemistry,2024,Spring 2024
220,61635,BD1,Discussion/Recitation,"Ma, J",ECE,Electrical and Computer Engineering,2024,Spring 2024
597,66989,,Independent Study,,SE,Systems Engineering and Design,2024,Spring 2024
591,68779,M1 ,Seminar,"Wheeler, M",NUTR,Nutritional Sciences,2024,Spring 2024
228,52358,E  ,Lecture-Discussion,"Henshaw, F;Yarrington, K",SPAN,Spanish,2024,Spring 2024
470,68572,U1 ,Lecture,"Hernandez Saavedra, D",KIN,Kinesiology,2024,Spring 2024
773,73303,A  ,Practice,"Richards, V;Wilson, C",CLE,Clinical Sciences and Engineering,2024,Spring 2024
199,75952,AS1,Laboratory-Discussion,"Valdebenito Ramirez, R",ACE,Agricultural and Consumer Economics,2024,Spring 2024
440,66105,B4 ,Lecture-Discussion,"Borgschulte, M",LER,Labor and Employment Relations,2024,Spring 2024
102,32201,BQI,Quiz,"Gunasekera, B;Schallert, G",CHEM,Chemistry,2024,Spring 2024
221,62167,A  ,Lecture-Discussion,"Balgopal, A",HDFS,Human Development and Family Studies,2024,Spring 2024
220,61636,BD2,Discussion/Recitation,"Mai, A",ECE,Electrical and Computer Engineering,2024,Spring 2024
228,47533,F2 ,Lecture-Discussion,"Henshaw, F;Saud Medina, G",SPAN,Spanish,2024,Spring 2024
418,50090,1G ,Lecture-Discussion;Online,"Fagyal, Z;Fagyal, Z",FR,French,2024,Spring 2024
494,71666,A  ,Lecture-Discussion,"Jops, K;O'Dwyer, J",IB,Integrative Biology,2024,Spring 2024
591,68780,M2 ,Seminar,"Wheeler, M",NUTR,Nutritional Sciences,2024,Spring 2024
304,38206,C  ,Lecture-Discussion,"Hoffmann, A;Qian, Y;Sun, H;Zhao, F",MSE,Materials Science and Engineering,2024,Spring 2024
494,10229,,Independent Study,,PSYC,Psychology,2024,Spring 2024
199,75953,AS2,Laboratory-Discussion,"Valdebenito Ramirez, R",ACE,Agricultural and Consumer Economics,2024,Spring 2024
499,68910,LD ,Lecture-Discussion,"David, L",ANTH,Anthropology,2024,Spring 2024
575,66788,CPC,Lecture,"Amos, J",BIOE,Bioengineering,2024,Spring 2024
474,72504,A  ,Online,"Jimenez, M;Pak, Y",EPOL,"Education Policy, Organization and Leadership",2024,Spring 2024
102,47927,BQL,Quiz,"Gunasekera, B;Jang, Y;McCarren, E",CHEM,Chemistry,2024,Spring 2024
221,73222,B  ,Lecture-Discussion,"Chih, D",HDFS,Human Development and Family Studies,2024,Spring 2024
598,76210,A  ,Lecture-Discussion,"Krishnan, G",SE,Systems Engineering and Design,2024,Spring 2024
220,61637,BD3,Discussion/Recitation,"Zhang, M",ECE,Electrical and Computer Engineering,2024,Spring 2024
330,63575,ONL,Online,"Dunne, B",ASTR,Astronomy,2024,Spring 2024
228,52884,X1 ,Lecture-Discussion,"Henshaw, F;Rivas Quiroz, F",SPAN,Spanish,2024,Spring 2024
474,62614,G1 ,Lecture-Discussion,"Mullen, S",KIN,Kinesiology,2024,Spring 2024
774,73304,A  ,Practice,"Richards, V;Wilson, C",CLE,Clinical Sciences and Engineering,2024,Spring 2024
418,50089,1U ,Lecture-Discussion;Online,"Fagyal, Z;Fagyal, Z",FR,French,2024,Spring 2024
575,72001,CPO,Online,"Amos, J",BIOE,Bioengineering,2024,Spring 2024
199,75954,AS3,Laboratory-Discussion,"Valdebenito Ramirez, R",ACE,Agricultural and Consumer Economics,2024,Spring 2024
591,74012,PM1,Lecture-Discussion,"Condotta, I",NUTR,Nutritional Sciences,2024,Spring 2024
102,64044,BQN,Quiz,"Gunasekera, B;McCarren, E;Varaniuk, J",CHEM,Chemistry,2024,Spring 2024
521,74981,A  ,Lecture-Discussion,"LeRoy, M",LER,Labor and Employment Relations,2024,Spring 2024
499,65203,LD1,Lecture-Discussion,"David, L",ANTH,Anthropology,2024,Spring 2024
598,76209,B  ,Lecture-Discussion,"Cao, C",SE,Systems Engineering and Design,2024,Spring 2024
474,72505,B  ,Online,"Jimenez, M;Pak, Y",EPOL,"Education Policy, Organization and Leadership",2024,Spring 2024
220,61639,BD4,Discussion/Recitation,"Zhang, M",ECE,Electrical and Computer Engineering,2024,Spring 2024
496,52237,KH ,Online,"Heath, K",IB,Integrative Biology,2024,Spring 2024
474,62613,U1 ,Lecture-Discussion,"Mullen, S",KIN,Kinesiology,2024,Spring 2024
496,47520,ADG,Lecture,"Adhimoolam, B",PSYC,Psychology,2024,Spring 2024
228,52885,X2 ,Lecture-Discussion,"Henshaw, F;Strocchia, I",SPAN,Spanish,2024,Spring 2024
199,48181,DMS,Online Lecture,"Lo, A",ACE,Agricultural and Consumer Economics,2024,Spring 2024
102,47915,CL1,Lecture,"Hummel, T",CHEM,Chemistry,2024,Spring 2024
225,57315,A  ,Lecture-Discussion,"Maniotes, C;Robledo, A",HDFS,Human Development and Family Studies,2024,Spring 2024
598,75214,DDM,Lecture-Discussion,"Wang, P",SE,Systems Engineering and Design,2024,Spring 2024
308,38210,AB1,Laboratory,"Jamison, L;Martin, K;TerBush, J;Zhao, Z",MSE,Materials Science and Engineering,2024,Spring 2024
499,70557,ST ,Lecture-Discussion,"Telep, S",ANTH,Anthropology,2024,Spring 2024
220,61638,BD5,Discussion/Recitation,"Sun, Y",ECE,Electrical and Computer Engineering,2024,Spring 2024
474,72506,ONL,Online,"Jimenez, M;Pak, Y",EPOL,"Education Policy, Organization and Leadership",2024,Spring 2024
775,73305,A  ,Practice,"Richards, V;Wilson, C",CLE,Clinical Sciences and Engineering,2024,Spring 2024
496,45974,ADH,Lecture,"Adhimoolam, B",PSYC,Psychology,2024,Spring 2024
580,74158,FIS,Lecture,"Park, S",BIOE,Bioengineering,2024,Spring 2024
390,10396,,Independent Study,,ASTR,Astronomy,2024,Spring 2024
199,73225,WMP,Online Lecture Discussion,"Fee, P;Sigauke, T",ACE,Agricultural and Consumer Economics,2024,Spring 2024
102,47916,CQ1,Quiz,"Hummel, T;Sadruddin, S",CHEM,Chemistry,2024,Spring 2024
532,75880,O  ,Online,"Ireland, K;Mies, E",LER,Labor and Employment Relations,2024,Spring 2024
460,31920,G4 ,Lecture-Discussion,"Tywoniw, R",FR,French,2024,Spring 2024
497,76090,A  ,Lecture,"Ngumbi, E",IB,Integrative Biology,2024,Spring 2024
308,38211,AB2,Laboratory,"Han, M;Hattoon Enriquez, A;Lee, D;TerBush, J;Zhao, Z",MSE,Materials Science and Engineering,2024,Spring 2024
220,61640,BD6,Discussion/Recitation,"Montano, M",ECE,Electrical and Computer Engineering,2024,Spring 2024
593,10117,,Independent Study,,NUTR,Nutritional Sciences,2024,Spring 2024
485,61004,,Independent Study,,KIN,Kinesiology,2024,Spring 2024
232,35295,D  ,Lecture-Discussion,"Abbott, A;Trybulec, E",SPAN,Spanish,2024,Spring 2024
496,52422,BA3,Lecture,"Adhimoolam, B",PSYC,Psychology,2024,Spring 2024
102,47917,CQ2,Quiz,"Hummel, T;Sadruddin, S",CHEM,Chemistry,2024,Spring 2024
259,64875,AB1,Laboratory,"Vogel, C",HDFS,Human Development and Family Studies,2024,Spring 2024
599,66990,,Independent Study,,SE,Systems Engineering and Design,2024,Spring 2024
220,61641,BD7,Discussion/Recitation,"Franceschini, N",ECE,Electrical and Computer Engineering,2024,Spring 2024
460,31919,U3 ,Lecture-Discussion,"Tywoniw, R",FR,French,2024,Spring 2024
496,37468,BA4,Lecture,"Adhimoolam, B",PSYC,Psychology,2024,Spring 2024
308,38214,AB3,Laboratory,"Jamison, L;Schwartz, E;TerBush, J",MSE,Materials Science and Engineering,2024,Spring 2024
776,73306,A  ,Practice,"Richards, V;Wilson, C",CLE,Clinical Sciences and Engineering,2024,Spring 2024
588,74085,CL1,Lecture-Discussion,"Anastasio, M",BIOE,Bioengineering,2024,Spring 2024
232,43286,G  ,Lecture-Discussion,"Abbott, A",SPAN,Spanish,2024,Spring 2024
210,30522,AD2,Discussion/Recitation,"Damon, L;Mo, T",ACE,Agricultural and Consumer Economics,2024,Spring 2024
102,47918,CQ3,Quiz,"Abdi, C;Hummel, T",CHEM,Chemistry,2024,Spring 2024
515,67047,EK ,Lecture-Discussion,"Kramer, E",ANTH,Anthropology,2024,Spring 2024
259,64975,AB2,Laboratory,"Vogel, C",HDFS,Human Development and Family Studies,2024,Spring 2024
479,76225,A  ,Online,"Cope, W;Francis, K;Kalantzis, M",EPOL,"Education Policy, Organization and Leadership",2024,Spring 2024
535,75881,O  ,Online,"Cardador, T",LER,Labor and Employment Relations,2024,Spring 2024
502,63884,A  ,Lecture-Discussion,"Marshall-Colon, A",IB,Integrative Biology,2024,Spring 2024
220,61642,BD8,Discussion/Recitation,"Song, I",ECE,Electrical and Computer Engineering,2024,Spring 2024
405,39316,1  ,Lecture,"Gross, A",ASTR,Astronomy,2024,Spring 2024
496,37462,CCP,Lecture,"Hunter, C;Lanker, E;Schlesinger, R",PSYC,Psychology,2024,Spring 2024
494,44615,APG,Lecture-Discussion,"Wilson, W",KIN,Kinesiology,2024,Spring 2024
232,47952,X  ,Lecture-Discussion,"Abbott, A;Gonzalez Quiroga, S",SPAN,Spanish,2024,Spring 2024
210,30524,AD3,Discussion/Recitation,"Damon, L;Mo, T",ACE,Agricultural and Consumer Economics,2024,Spring 2024
102,47919,CQ4,Quiz,"Andrews, E;Hummel, T",CHEM,Chemistry,2024,Spring 2024
599,10119,,Independent Study,,NUTR,Nutritional Sciences,2024,Spring 2024
259,66510,AB4,Laboratory,"Hutzelmann, D",HDFS,Human Development and Family Studies,2024,Spring 2024
308,45287,AB4,Laboratory,"Baysal, F;Han, M;Huang, K;Lee, D;TerBush, J;Yik, G",MSE,Materials Science and Engineering,2024,Spring 2024
515,70514,JD ,Lecture-Discussion,"Delfino, J",ANTH,Anthropology,2024,Spring 2024
220,61643,BD9,Discussion/Recitation,"Kang, J",ECE,Electrical and Computer Engineering,2024,Spring 2024
777,73307,A  ,Practice,"Richards, V;Wilson, C",CLE,Clinical Sciences and Engineering,2024,Spring 2024
494,44618,APU,Lecture-Discussion,"Wilson, W",KIN,Kinesiology,2024,Spring 2024
496,69709,JW ,Laboratory,"Derringer, J",PSYC,Psychology,2024,Spring 2024
210,30526,AD4,Discussion/Recitation,"Damon, L;Kim, D",ACE,Agricultural and Consumer Economics,2024,Spring 2024
597,10413,,Independent Study,,BIOE,Bioengineering,2024,Spring 2024
462,64880,G4 ,Lecture-Discussion,"Hualde, J",FR,French,2024,Spring 2024
102,47920,CQ5,Quiz,"Andrews, E;Hummel, T",CHEM,Chemistry,2024,Spring 2024
537,75918,B  ,Lecture-Discussion,"Park, Y",LER,Labor and Employment Relations,2024,Spring 2024
308,56834,AB5,Laboratory,"TerBush, J",MSE,Materials Science and Engineering,2024,Spring 2024
259,64876,AL1,Lecture,"Leonardis, J",HDFS,Human Development and Family Studies,2024,Spring 2024
515,51080,MK2,Online,"Koven, M",ANTH,Anthropology,2024,Spring 2024
220,64369,BDA,Discussion/Recitation,"Song, I",ECE,Electrical and Computer Engineering,2024,Spring 2024
505,51368,A  ,Online Lecture Discussion,"Caetano-Anolles, G",IB,Integrative Biology,2024,Spring 2024
120,55588,C1 ,Online,"Filippini, M;Norviel, A;Townsend, B;Wachtel, J",SHS,Speech and Hearing Science,2024,Spring 2024
481,75392,A  ,Lecture-Discussion,"Cope, W;Francis, K;Kalantzis, M;Mattingly, S;Saini, A",EPOL,"Education Policy, Organization and Leadership",2024,Spring 2024
494,35268,ASG,Lecture-Discussion,"Rice, I",KIN,Kinesiology,2024,Spring 2024
240,57124,A  ,Lecture-Discussion,"Rodriguez, R",SPAN,Spanish,2024,Spring 2024
496,40579,ML3,Lecture,"Lyubansky, M",PSYC,Psychology,2024,Spring 2024
210,55146,AD6,Discussion/Recitation,"Damon, L;Kim, D",ACE,Agricultural and Consumer Economics,2024,Spring 2024
414,43741,AT ,Lecture,"Kemball, A",ASTR,Astronomy,2024,Spring 2024
462,58567,U3 ,Lecture-Discussion,"Hualde, J",FR,French,2024,Spring 2024
308,38208,AL1,Lecture;Lecture,"TerBush, J;TerBush, J",MSE,Materials Science and Engineering,2024,Spring 2024
102,47921,CQ6,Quiz,"Almousawi, H;Hummel, T",CHEM,Chemistry,2024,Spring 2024
220,61629,BL ,Lecture,"Bhowmik, U",ECE,Electrical and Computer Engineering,2024,Spring 2024
515,50204,SC2,Lecture-Discussion,"Rosas, G",ANTH,Anthropology,2024,Spring 2024
778,73308,A  ,Practice,"Richards, V;Wilson, C",CLE,Clinical Sciences and Engineering,2024,Spring 2024
494,35266,ASU,Lecture-Discussion,"Rice, I",KIN,Kinesiology,2024,Spring 2024
481,75539,ONL,Online,"Cope, W;Francis, K;Kalantzis, M;Mattingly, S;Saini, A",EPOL,"Education Policy, Organization and Leadership",2024,Spring 2024
496,46012,ML4,Lecture,"Lyubansky, M",PSYC,Psychology,2024,Spring 2024
210,30528,AL1,Lecture,"Damon, L",ACE,Agricultural and Consumer Economics,2024,Spring 2024
598,45455,AL ,Lecture,"Sirk, S;Tarabey, M",BIOE,Bioengineering,2024,Spring 2024
542,52774,A  ,Lecture-Discussion,"Riordan, C",LER,Labor and Employment Relations,2024,Spring 2024
102,47922,CQ7,Quiz,"Almousawi, H;Hummel, T",CHEM,Chemistry,2024,Spring 2024
262,35178,AB1,Laboratory,"Fakhari Najafabadi, M",HDFS,Human Development and Family Studies,2024,Spring 2024
220,63649,BL2,Lecture,"Moon, T",ECE,Electrical and Computer Engineering,2024,Spring 2024
512,68711,A  ,Lecture-Discussion,"Marshall-Colon, A",IB,Integrative Biology,2024,Spring 2024
121,53282,A  ,Lecture-Discussion,"Colon, I",SHS,Speech and Hearing Science,2024,Spring 2024
494,35264,ATG,Lecture-Discussion,"Rice, I",KIN,Kinesiology,2024,Spring 2024
515,58678,VD ,Conference,"Dominguez, V",ANTH,Anthropology,2024,Spring 2024
290,44077,,Independent Study,,PATH,Pathobiology,2024,Spring 2024
242,35321,A  ,Lecture-Discussion,"Garcia, A",SPAN,Spanish,2024,Spring 2024
598,46922,B1 ,Lecture,"Irudayaraj, J",BIOE,Bioengineering,2024,Spring 2024
102,47924,CQ9,Quiz,"Abdi, C;Hummel, T",CHEM,Chemistry,2024,Spring 2024
542,75879,O  ,Online,"Riordan, C",LER,Labor and Employment Relations,2024,Spring 2024
262,35180,AB2,Laboratory,"Fakhari Najafabadi, M",HDFS,Human Development and Family Studies,2024,Spring 2024
490,63598,,Independent Study,,ASTR,Astronomy,2024,Spring 2024
481,38717,G4 ,Lecture-Discussion,"Zhang, Q",FR,French,2024,Spring 2024
121,53284,C  ,Lecture-Discussion,"Colon, I",SHS,Speech and Hearing Science,2024,Spring 2024
220,63650,BL3,Lecture,"Abraham, I",ECE,Electrical and Computer Engineering,2024,Spring 2024
499,63199,A  ,Lecture-Discussion,"Venegas, J;Wang, R",PSYC,Psychology,2024,Spring 2024
779,73309,A  ,Practice,"Richards, V;Wilson, C",CLE,Clinical Sciences and Engineering,2024,Spring 2024
494,35263,ATU,Lecture-Discussion,"Rice, I",KIN,Kinesiology,2024,Spring 2024
396,61530,2  ,Laboratory-Discussion,"Braun, P",MSE,Materials Science and Engineering,2024,Spring 2024
598,57892,BTO,Online,"Wang, X",BIOE,Bioengineering,2024,Spring 2024
102,47925,CQA,Quiz,"Hummel, T;Zarycki, C",CHEM,Chemistry,2024,Spring 2024
221,75974,NPS,Lecture-Discussion,"Stoddard, P",ACE,Agricultural and Consumer Economics,2024,Spring 2024
262,35186,AL1,Lecture,"Suchon, N",HDFS,Human Development and Family Studies,2024,Spring 2024
483,72507,A  ,Online,"Best, K",EPOL,"Education Policy, Organization and Leadership",2024,Spring 2024
513,34683,G1 ,Seminar,"Brooks, M",IB,Integrative Biology,2024,Spring 2024
121,53285,D  ,Lecture-Discussion,"Colon, I",SHS,Speech and Hearing Science,2024,Spring 2024
481,38714,U3 ,Lecture-Discussion,"Zhang, Q",FR,French,2024,Spring 2024
494,40494,ESG,Lecture-Discussion,"Hanks, M",KIN,Kinesiology,2024,Spring 2024
598,46896,BTP,Lecture,"Wang, X",BIOE,Bioengineering,2024,Spring 2024
396,62660,3  ,Laboratory-Discussion,"Braun, P",MSE,Materials Science and Engineering,2024,Spring 2024
248,75931,A10,Discussion/Recitation,"Jimenez, B;Ledesma, E",SPAN,Spanish,2024,Spring 2024
540,54940,1  ,Conference,"Konigsberg, L",ANTH,Anthropology,2024,Spring 2024
102,47926,CQB,Quiz,"Hummel, T;Zarycki, C",CHEM,Chemistry,2024,Spring 2024
543,52773,1  ,Lecture-Discussion,"Lamare, J",LER,Labor and Employment Relations,2024,Spring 2024
410,51024,A  ,Lecture-Discussion,"Steelman, A",PATH,Pathobiology,2024,Spring 2024
500,67777,B  ,Lecture-Discussion,"Tancredy, C",PSYC,Psychology,2024,Spring 2024
298,69477,AB ,Lecture,"Banerjee, A",ECE,Electrical and Computer Engineering,2024,Spring 2024
483,72510,MTC,Online,"Best, K",EPOL,"Education Policy, Organization and Leadership",2024,Spring 2024
598,60232,GU ,Lecture,"Underhill, G",BIOE,Bioengineering,2024,Spring 2024
504,39318,1  ,Lecture,"Fields, B",ASTR,Astronomy,2024,Spring 2024
494,40495,ESU,Lecture-Discussion,"Hanks, M",KIN,Kinesiology,2024,Spring 2024
780,73310,A  ,Practice,"Richards, V;Wilson, C",CLE,Clinical Sciences and Engineering,2024,Spring 2024
248,76142,A11,Discussion/Recitation,"Ledesma, E;Perez-Astros, D",SPAN,Spanish,2024,Spring 2024
263,62899,A  ,Online,"Stodolska, M",HDFS,Human Development and Family Studies,2024,Spring 2024
102,32169,CQF,Quiz,"Hummel, T;McCarren, E;Newhouse, R",CHEM,Chemistry,2024,Spring 2024
526,34688,A1 ,Conference,"Hanks, L",IB,Integrative Biology,2024,Spring 2024
231,55458,T  ,Lecture-Discussion,"Stoddard, P",ACE,Agricultural and Consumer Economics,2024,Spring 2024
170,71800,AD1,Discussion/Recitation,"Fogerty, D",SHS,Speech and Hearing Science,2024,Spring 2024
500,68788,D  ,Lecture-Discussion,"Tancredy, C",PSYC,Psychology,2024,Spring 2024
598,46521,GUO,Online,"Underhill, G",BIOE,Bioengineering,2024,Spring 2024
494,44643,PCG,Lecture-Discussion,"Couture, J",KIN,Kinesiology,2024,Spring 2024
483,72508,ONL,Online,"Best, K",EPOL,"Education Policy, Organization and Leadership",2024,Spring 2024
102,46580,CQG,Quiz,"Hummel, T;McCarren, E;Prabhu, P",CHEM,Chemistry,2024,Spring 2024
248,74784,AD1,Discussion/Recitation,"Ledesma, E;Nuila, E",SPAN,Spanish,2024,Spring 2024
170,71801,AD2,Discussion/Recitation,"Fogerty, D",SHS,Speech and Hearing Science,2024,Spring 2024
526,56285,IMB,Conference,"Robinson, G;Vernier, C",IB,Integrative Biology,2024,Spring 2024
545,52771,001,Lecture-Discussion,"Weinstein, R",LER,Labor and Employment Relations,2024,Spring 2024
492,10138,,Independent Study,,FR,French,2024,Spring 2024
310,65517,E  ,Lecture,"Liang, Z",ECE,Electrical and Computer Engineering,2024,Spring 2024
598,60234,MPM,Lecture,"Leggett, S",BIOE,Bioengineering,2024,Spring 2024
781,73311,A  ,Practice,"Richards, V;Wilson, C",CLE,Clinical Sciences and Engineering,2024,Spring 2024
397,10559,,Independent Study,,MSE,Materials Science and Engineering,2024,Spring 2024
570,61819,A  ,Lecture-Discussion;Online,"Soulard, J;Soulard, J",ANTH,Anthropology,2024,Spring 2024
494,44644,PCU,Lecture-Discussion,"Couture, J",KIN,Kinesiology,2024,Spring 2024
290,44214,AE1,Lecture-Discussion,"Billington, A;Carter, M;Hu, K",HDFS,Human Development and Family Studies,2024,Spring 2024
439,48459,A  ,Laboratory-Discussion,"Kolak, M",PATH,Pathobiology,2024,Spring 2024
102,69497,CQH,Quiz,"Hummel, T;McCarren, E;Quick, A",CHEM,Chemistry,2024,Spring 2024
248,74785,AD2,Discussion/Recitation,"Ledesma, E",SPAN,Spanish,2024,Spring 2024
232,30577,S  ,Lecture-Discussion,"Elmore, A",ACE,Agricultural and Consumer Economics,2024,Spring 2024
170,71802,AD3,Discussion/Recitation,"Fogerty, D",SHS,Speech and Hearing Science,2024,Spring 2024
545,75882,O  ,Online,"Forsythe, E",LER,Labor and Employment Relations,2024,Spring 2024
501,67778,A  ,Lecture-Discussion,"Fraley, R;Tancredy, C",PSYC,Psychology,2024,Spring 2024
483,72509,UG ,Online,"Best, K",EPOL,"Education Policy, Organization and Leadership",2024,Spring 2024
590,10399,,Independent Study,,ASTR,Astronomy,2024,Spring 2024
310,56914,G  ,Lecture,"Kamalabadi, F",ECE,Electrical and Computer Engineering,2024,Spring 2024
598,64638,NIE,Lecture-Discussion,"Nie, S",BIOE,Bioengineering,2024,Spring 2024
494,69138,SAG,Lecture,"Aguinaga, S",KIN,Kinesiology,2024,Spring 2024
102,44403,CQI,Quiz,"Chess, I;Hummel, T;McCarren, E",CHEM,Chemistry,2024,Spring 2024
170,37177,AL ,Online,"Fogerty, D",SHS,Speech and Hearing Science,2024,Spring 2024
531,67011,A  ,Online,"Manaster, J",IB,Integrative Biology,2024,Spring 2024
248,74786,AD3,Discussion/Recitation,"Ledesma, E;Morales Perez, G",SPAN,Spanish,2024,Spring 2024
501,75869,DAB,Lecture-Discussion,"Briley, D",PSYC,Psychology,2024,Spring 2024
598,46520,NIO,Online,"Nie, S",BIOE,Bioengineering,2024,Spring 2024
501,39773,G  ,Lecture-Discussion,"Keller, M",FR,French,2024,Spring 2024
494,69139,SAU,Lecture,"Aguinaga, S",KIN,Kinesiology,2024,Spring 2024
782,73312,A  ,Practice,"Richards, V;Wilson, C",CLE,Clinical Sciences and Engineering,2024,Spring 2024
294,10333,,Independent Study,,HDFS,Human Development and Family Studies,2024,Spring 2024
248,74788,AD4,Discussion/Recitation,"Ledesma, E;Martinez, R",SPAN,Spanish,2024,Spring 2024
240,55444,ONL,Online,"Lemoine, C;Sigauke, T",ACE,Agricultural and Consumer Economics,2024,Spring 2024
546,75924,A  ,Lecture-Discussion,"Weinstein, R",LER,Labor and Employment Relations,2024,Spring 2024
