CourseNum,CRN,Section,SectionType,Professors,DepartmentCode,Department,Year,Semester
591,31631,CS ,Lecture-Discussion,"Amato, N;Rauchwerger, L",CS,Computer Science,2024,Spring 2024
551,70474,ONL,Online,"Love, E;Roach, M",MBA,Regular MBA Program Administration,2024,Spring 2024
591,64377,MDS,Conference,"Boesche, J",THEA,Theatre,2024,Spring 2024
591,31637,DEI,Lecture-Discussion,"Lewis, C;Wright, A",CS,Computer Science,2024,Spring 2024
591,51279,NS ,Conference,"Sturgis, N",THEA,Theatre,2024,Spring 2024
448,72864,A  ,Practice,"Moersch, C",MUSC,Music Lessons and Ensembles,2024,Spring 2024
591,53701,FM ,Lecture-Discussion,"Parthasarathy, M",CS,Computer Science,2024,Spring 2024
564,74949,IM5,Online,"Narang, U;Park, Y",MBA,Regular MBA Program Administration,2024,Spring 2024
591,28357,RDG,Independent Study,"Gregg, R",THEA,Theatre,2024,Spring 2024
591,31646,IC ,Lecture-Discussion,"Cobb, C;Karahalios, K",CS,Computer Science,2024,Spring 2024
564,74953,IM6,Online,"Mendoza, K;Park, Y",MBA,Regular MBA Program Administration,2024,Spring 2024
591,64357,RJK,Independent Study,"Kaczmarowski, R",THEA,Theatre,2024,Spring 2024
449,73033,A  ,Practice,"Buchanan, D",MUSC,Music Lessons and Ensembles,2024,Spring 2024
591,40248,IG ,Lecture-Discussion,"Gupta, I",CS,Computer Science,2024,Spring 2024
564,74954,ON2,Online,"Mendoza, K;Park, Y",MBA,Regular MBA Program Administration,2024,Spring 2024
591,28310,RMS,Conference,"Schultz, R",THEA,Theatre,2024,Spring 2024
449,74931,LTN,Practice,"Sanchez Portuguez, G",MUSC,Music Lessons and Ensembles,2024,Spring 2024
591,54211,MLR,Lecture-Discussion,"Banerjee, A;Zhao, H",CS,Computer Science,2024,Spring 2024
564,74950,ON5,Online,"Narang, U;Park, Y",MBA,Regular MBA Program Administration,2024,Spring 2024
591,56227,RS ,Lecture-Discussion,"Scholwin, R",THEA,Theatre,2024,Spring 2024
591,31634,SE ,Lecture-Discussion,"Jabbarvand Behrouz, R;Xu, T;Zhang, L",CS,Computer Science,2024,Spring 2024
591,56243,SDS,Conference,"Boesche, J;Diaz-Soto, J;Huffman, R;Neale, S;Rainwater, C",THEA,Theatre,2024,Spring 2024
450,72865,K01,Practice,"Moersch, C",MUSC,Music Lessons and Ensembles,2024,Spring 2024
591,44443,SN ,Lecture-Discussion,"Alagappan, R;Ganesan, A;Gupta, I;Xu, T",CS,Computer Science,2024,Spring 2024
590,75473,I10,Online,"Mehta, R",MBA,Regular MBA Program Administration,2024,Spring 2024
591,44177,SND,Conference,"LaBau, A",THEA,Theatre,2024,Spring 2024
450,72866,K02,Practice,"Robards, C",MUSC,Music Lessons and Ensembles,2024,Spring 2024
591,69942,SP ,Lecture-Discussion,"Chandrasekaran, V;Heath, D;Ren, L",CS,Computer Science,2024,Spring 2024
590,70481,IM1,Online,"Corredor Waldron, S",MBA,Regular MBA Program Administration,2024,Spring 2024
591,37144,SPR,Conference,"Spridco, J",THEA,Theatre,2024,Spring 2024
450,72867,S01,Practice,"Freivogel, L;Freivogel, M;Lee, N;McDonough, D",MUSC,Music Lessons and Ensembles,2024,Spring 2024
591,54573,TA ,Lecture-Discussion,"Beckman, M;Chen, Y;Johnson, B",CS,Computer Science,2024,Spring 2024
590,70482,IM2,Online,"Dolgopolov, V",MBA,Regular MBA Program Administration,2024,Spring 2024
591,55435,STL,Laboratory-Discussion,"Murray, B",THEA,Theatre,2024,Spring 2024
450,73891,S02,Practice,"Lee, N",MUSC,Music Lessons and Ensembles,2024,Spring 2024
591,47351,TAO,Online Lecture,"Beckman, M",CS,Computer Science,2024,Spring 2024
590,70483,IM3,Online,"Bradley, J",MBA,Regular MBA Program Administration,2024,Spring 2024
591,37146,STS,Seminar,"Ito, T;Reynolds, B;Schultz, R",THEA,Theatre,2024,Spring 2024
450,72869,S03,Practice,"Freivogel, M",MUSC,Music Lessons and Ensembles,2024,Spring 2024
591,31627,WN ,Lecture-Discussion,"Kravets, R;Roy Choudhury, R;Soltanaghai, E;Vasisht, D",CS,Computer Science,2024,Spring 2024
590,70484,IM4,Online,"Excell, R",MBA,Regular MBA Program Administration,2024,Spring 2024
591,73988,TA ,Conference,"Murray, B",THEA,Theatre,2024,Spring 2024
450,72870,S04,Practice,"McDonough, D",MUSC,Music Lessons and Ensembles,2024,Spring 2024
590,74946,IM5,Online;Travel,"Green, D;Green, D",MBA,Regular MBA Program Administration,2024,Spring 2024
591,51685,TAC,Lecture-Discussion,"Ciofalo, T",THEA,Theatre,2024,Spring 2024
450,72871,S05,Practice,"Freivogel, L",MUSC,Music Lessons and Ensembles,2024,Spring 2024
597,73690,,Independent Study,,CS,Computer Science,2024,Spring 2024
590,72776,IM7,Online,"Mehta, R",MBA,Regular MBA Program Administration,2024,Spring 2024
591,53462,TH ,Lecture,"Salmasi, K",THEA,Theatre,2024,Spring 2024
450,72872,S06,Practice,"Koo, S",MUSC,Music Lessons and Ensembles,2024,Spring 2024
590,71207,IM8,Online,"Bucheli, M",MBA,Regular MBA Program Administration,2024,Spring 2024
591,37159,ZEV,Conference,"Steinrock, Z",THEA,Theatre,2024,Spring 2024
450,75352,S07,Practice,"Sanchez Portuguez, G",MUSC,Music Lessons and Ensembles,2024,Spring 2024
598,48247,AIE,Lecture-Discussion,"Zhang, M",CS,Computer Science,2024,Spring 2024
450,72874,S08,Practice,"Yeung, A",MUSC,Music Lessons and Ensembles,2024,Spring 2024
598,69012,APK,Lecture-Discussion,"Kloeckner, A",CS,Computer Science,2024,Spring 2024
597,75825,IM1,Online,"Barbeau, A;Russ, M",MBA,Regular MBA Program Administration,2024,Spring 2024
595,10238,,Independent Study,,THEA,Theatre,2024,Spring 2024
450,72868,S09,Practice,"Haken, R",MUSC,Music Lessons and Ensembles,2024,Spring 2024
598,39665,DH ,Lecture-Discussion,"Heath, D",CS,Computer Science,2024,Spring 2024
597,75826,IM2,Online,"Barbeau, A;Russ, M",MBA,Regular MBA Program Administration,2024,Spring 2024
595,59584,BD ,Conference,"Donley, A",THEA,Theatre,2024,Spring 2024
450,73892,S10,Practice,"Gray, L",MUSC,Music Lessons and Ensembles,2024,Spring 2024
598,43771,DHT,Lecture-Discussion,"Hakkani Tur, D",CS,Computer Science,2024,Spring 2024
595,41150,CD ,Independent Study,"Maslova, O",THEA,Theatre,2024,Spring 2024
450,73893,S11,Practice,"Djokic, D",MUSC,Music Lessons and Ensembles,2024,Spring 2024
598,43732,DLH,Online,"Sun, J",CS,Computer Science,2024,Spring 2024
598,75827,IMB,Online,"Soman, S;Watkins, R",MBA,Regular MBA Program Administration,2024,Spring 2024
595,64596,JB ,Conference,"Boesche, J",THEA,Theatre,2024,Spring 2024
450,73894,S12,Practice,"Wu, C",MUSC,Music Lessons and Ensembles,2024,Spring 2024
598,65866,DSO,Online,"Park, T",CS,Computer Science,2024,Spring 2024
595,60912,LTG,Laboratory-Discussion,"Perry, R",THEA,Theatre,2024,Spring 2024
450,73895,S13,Practice,"Koo, S;Wu, C",MUSC,Music Lessons and Ensembles,2024,Spring 2024
598,31662,EKS,Lecture-Discussion,"Soltanaghai, E",CS,Computer Science,2024,Spring 2024
595,59475,PRS,Conference,"Ciofalo, T;Perry, R",THEA,Theatre,2024,Spring 2024
450,73896,S14,Practice,"Yeung, A",MUSC,Music Lessons and Ensembles,2024,Spring 2024
598,54551,GC ,Lecture-Discussion,"Chowdhary, G",CS,Computer Science,2024,Spring 2024
100,38678,A  ,Lecture,"Kirchner, N;Radin, J;Wilson, B",MCB,Molecular and Cell Biology,2024,Spring 2024
595,61294,RK ,Conference,"Kaczmarowski, R",THEA,Theatre,2024,Spring 2024
450,72875,W01,Practice,"Keeble, J",MUSC,Music Lessons and Ensembles,2024,Spring 2024
598,39670,JHR,Lecture-Discussion,"Hockenmaier, J",CS,Computer Science,2024,Spring 2024
595,63068,SOL,Conference,"Donley, A",THEA,Theatre,2024,Spring 2024
450,72876,W02,Practice,"de Rezende Ferreira Sobrinho, I",MUSC,Music Lessons and Ensembles,2024,Spring 2024
598,43782,KCC,Lecture-Discussion,"Chang, K",CS,Computer Science,2024,Spring 2024
101,38680,A  ,Laboratory,"Alt, R;Chan, Y",MCB,Molecular and Cell Biology,2024,Spring 2024
595,64373,STL,Conference,"Murray, B;Perry, R",THEA,Theatre,2024,Spring 2024
450,72877,W03,Practice,"Minor, J",MUSC,Music Lessons and Ensembles,2024,Spring 2024
598,62819,LHO,Online,"Sun, J",CS,Computer Science,2024,Spring 2024
101,38681,B  ,Laboratory,"Alt, R;Connolly, M",MCB,Molecular and Cell Biology,2024,Spring 2024
450,73658,W04,Practice,"Roidl-Ward, B",MUSC,Music Lessons and Ensembles,2024,Spring 2024
598,40659,LMZ,Lecture-Discussion,"Zhang, L",CS,Computer Science,2024,Spring 2024
101,38682,C  ,Laboratory,"Alt, R;Hilliard, K",MCB,Molecular and Cell Biology,2024,Spring 2024
599,10241,,Independent Study,,THEA,Theatre,2024,Spring 2024
450,73662,W05,Practice,"Dee, J",MUSC,Music Lessons and Ensembles,2024,Spring 2024
598,69011,MEB,Lecture-Discussion,"El-Kebir, M",CS,Computer Science,2024,Spring 2024
101,38683,D  ,Laboratory,"Alt, R;Hilliard, K",MCB,Molecular and Cell Biology,2024,Spring 2024
599,62793,AS ,Conference,"Stevens, A",THEA,Theatre,2024,Spring 2024
450,73666,W06,Practice,"Boehm, W;Dee, J",MUSC,Music Lessons and Ensembles,2024,Spring 2024
598,43806,QC ,Lecture-Discussion,"Sinha, M",CS,Computer Science,2024,Spring 2024
101,46836,E  ,Laboratory,"Alt, R;Cheng, K",MCB,Molecular and Cell Biology,2024,Spring 2024
450,73852,W07,Practice,"Varga, P;de Rezende Ferreira Sobrinho, I",MUSC,Music Lessons and Ensembles,2024,Spring 2024
598,65119,TZ ,Lecture-Discussion,"Zhang, T",CS,Computer Science,2024,Spring 2024
101,44740,F  ,Laboratory,"Alt, R;Cheng, K",MCB,Molecular and Cell Biology,2024,Spring 2024
450,72873,W08,Practice,"Rasmussen, M;Roidl-Ward, B",MUSC,Music Lessons and Ensembles,2024,Spring 2024
598,58019,YL ,Lecture-Discussion,"Li, Y",CS,Computer Science,2024,Spring 2024
101,58981,G  ,Laboratory,"Alt, R;Kwon, O",MCB,Molecular and Cell Biology,2024,Spring 2024
598,48260,YP ,Lecture-Discussion,"Park, Y",CS,Computer Science,2024,Spring 2024
452,72881,A  ,Practice,"Sanchez Portuguez, G",MUSC,Music Lessons and Ensembles,2024,Spring 2024
150,38399,ADA,Discussion/Recitation,"Cho, D;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
599,73689,,Independent Study,,CS,Computer Science,2024,Spring 2024
150,38400,ADB,Discussion/Recitation,"Cho, D;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
453,73577,ENS,Practice,"Dufresne, J;Richtmeyer, D",MUSC,Music Lessons and Ensembles,2024,Spring 2024
150,38406,ADC,Discussion/Recitation,"Eichinger, S;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
453,72889,GR ,Practice,"Richtmeyer, D",MUSC,Music Lessons and Ensembles,2024,Spring 2024
150,38402,ADD,Discussion/Recitation,"Eichinger, S;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
453,72890,UG1,Practice,"Dufresne, J;Richtmeyer, D",MUSC,Music Lessons and Ensembles,2024,Spring 2024
401,31432,B3 ,Lecture-Discussion,"Solomonik, E",CSE,Computational Science and Engineering,2024,Spring 2024
150,38403,ADE,Discussion/Recitation,"Eichinger, S;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
401,31434,B4 ,Lecture-Discussion,"Solomonik, E",CSE,Computational Science and Engineering,2024,Spring 2024
150,38404,ADF,Discussion/Recitation,"Eichinger, S;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
453,75424,UG2,Practice,"Richtmeyer, D;Young, A",MUSC,Music Lessons and Ensembles,2024,Spring 2024
150,38405,ADG,Discussion/Recitation,"Cho, D;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
408,67939,AB ,Laboratory,,CSE,Computational Science and Engineering,2024,Spring 2024
454,72891,BQ1,Practice,"Daval, C",MUSC,Music Lessons and Ensembles,2024,Spring 2024
150,38413,ADH,Discussion/Recitation,"Cho, D;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
408,67940,AL ,Lecture,"Kindratenko, V",CSE,Computational Science and Engineering,2024,Spring 2024
150,38407,ADI,Discussion/Recitation,"Catalbas, K;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
454,72893,BQ2,Practice,"Daval, C;Kierspe, K",MUSC,Music Lessons and Ensembles,2024,Spring 2024
408,68237,OLB,Online Lab,,CSE,Computational Science and Engineering,2024,Spring 2024
150,38408,ADJ,Discussion/Recitation,"Catalbas, K;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
454,73851,BQ3,Practice,"Daval, C;Humphreys, L",MUSC,Music Lessons and Ensembles,2024,Spring 2024
408,68238,OLC,Online Lecture,"Kindratenko, V",CSE,Computational Science and Engineering,2024,Spring 2024
454,72897,BQ4,Practice,"Daval, C;Karda, P",MUSC,Music Lessons and Ensembles,2024,Spring 2024
150,38401,ADK,Discussion/Recitation,"Catalbas, K;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
150,38409,ADL,Discussion/Recitation,"Catalbas, K;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
454,73209,BQ5,Practice,"Tegge, S",MUSC,Music Lessons and Ensembles,2024,Spring 2024
412,61262,F2 ,Lecture-Discussion,,CSE,Computational Science and Engineering,2024,Spring 2024
150,38410,ADM,Discussion/Recitation,"Chowdhury, M;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
454,72896,HQ1,Practice,"Scully, B",MUSC,Music Lessons and Ensembles,2024,Spring 2024
412,61337,F3 ,Lecture-Discussion,"Smith, K;Warden, C",CSE,Computational Science and Engineering,2024,Spring 2024
454,72895,TEE,Practice,"Tegge, S",MUSC,Music Lessons and Ensembles,2024,Spring 2024
150,38411,ADN,Discussion/Recitation,"Chowdhury, M;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
412,61340,F4 ,Lecture-Discussion,"Smith, K;Warden, C",CSE,Computational Science and Engineering,2024,Spring 2024
454,72894,TPT,Practice,"Gilreath, A",MUSC,Music Lessons and Ensembles,2024,Spring 2024
150,38412,ADO,Discussion/Recitation,"Chowdhury, M;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
150,38415,ADP,Discussion/Recitation,"Boss-Kennedy, A;Mehrtens, B;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
414,31560,AL1,Lecture,"Forbes, M",CSE,Computational Science and Engineering,2024,Spring 2024
150,38414,ADQ,Discussion/Recitation,"Chowdhury, M;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
455,72898,A  ,Practice,"Moersch, W",MUSC,Music Lessons and Ensembles,2024,Spring 2024
150,38416,ADR,Discussion/Recitation,"Boss-Kennedy, A;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
455,73913,C  ,Practice,"Kavelman, A",MUSC,Music Lessons and Ensembles,2024,Spring 2024
414,58767,AL2,Lecture,"Forbes, M",CSE,Computational Science and Engineering,2024,Spring 2024
150,38417,ADS,Discussion/Recitation,"Baker, N;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
150,38418,ADT,Discussion/Recitation,"Baker, N;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
422,31408,S3 ,Lecture-Discussion,"Fletcher, C",CSE,Computational Science and Engineering,2024,Spring 2024
456,72899,A  ,Practice,"Flores, R",MUSC,Music Lessons and Ensembles,2024,Spring 2024
150,38419,ADU,Discussion/Recitation,"Baker, N;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
422,31409,S4 ,Lecture-Discussion,"Fletcher, C",CSE,Computational Science and Engineering,2024,Spring 2024
457,72900,A  ,Practice,"Patterson, W",MUSC,Music Lessons and Ensembles,2024,Spring 2024
150,38420,ADV,Discussion/Recitation,"Baker, N;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
150,38421,ADW,Discussion/Recitation,"Mukherjee, P;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
428,63948,1GR,Lecture-Discussion,"Zhang, S",CSE,Computational Science and Engineering,2024,Spring 2024
150,38422,ADX,Discussion/Recitation,"Mukherjee, P;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
458,72901,A  ,Practice,"Haken, R",MUSC,Music Lessons and Ensembles,2024,Spring 2024
428,63949,1UG,Lecture-Discussion,"Zhang, S",CSE,Computational Science and Engineering,2024,Spring 2024
150,38423,ADY,Discussion/Recitation,"Reedy, M;Song, X",MCB,Molecular and Cell Biology,2024,Spring 2024
150,38424,ADZ,Discussion/Recitation,"Reedy, M;Song, X",MCB,Molecular and Cell Biology,2024,Spring 2024
460,72902,A  ,Practice,"Solya, A",MUSC,Music Lessons and Ensembles,2024,Spring 2024
440,63957,1GR,Lecture-Discussion,"Kinson, C",CSE,Computational Science and Engineering,2024,Spring 2024
150,38398,AL1,Lecture,"Mehrtens, B;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
440,63958,1UG,Lecture-Discussion,"Kinson, C",CSE,Computational Science and Engineering,2024,Spring 2024
462,72903,A  ,Practice,"Kwon, S;Solya, A",MUSC,Music Lessons and Ensembles,2024,Spring 2024
151,38427,A  ,Laboratory,"Machireddy, S;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
441,33980,OP3,Discussion/Recitation,"Veeravalli, V",CSE,Computational Science and Engineering,2024,Spring 2024
441,54361,OP4,Discussion/Recitation,"Veeravalli, V",CSE,Computational Science and Engineering,2024,Spring 2024
151,38430,B  ,Laboratory,"Mouli, L;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
463,72904,A  ,Practice,"Davis, A;Davis, O",MUSC,Music Lessons and Ensembles,2024,Spring 2024
151,38433,C  ,Laboratory,"Reedy, M;Xiong, A",MCB,Molecular and Cell Biology,2024,Spring 2024
464,72905,A  ,Practice,"Kwon, S;Solya, A",MUSC,Music Lessons and Ensembles,2024,Spring 2024
151,38436,D  ,Laboratory,"Blackwood, A;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
448,63959,1GR,Lecture-Discussion,"Glosemeyer, D",CSE,Computational Science and Engineering,2024,Spring 2024
448,67123,1UG,Lecture-Discussion,"Glosemeyer, D",CSE,Computational Science and Engineering,2024,Spring 2024
151,38438,E  ,Laboratory,"Reedy, M;Schuster, M",MCB,Molecular and Cell Biology,2024,Spring 2024
448,63960,2GR,Lecture-Discussion,"Bravo De Guenni, L",CSE,Computational Science and Engineering,2024,Spring 2024
151,41605,F  ,Laboratory,"Bapna, S;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
465,72906,A  ,Practice,"Coleman, B",MUSC,Music Lessons and Ensembles,2024,Spring 2024
448,67125,2UG,Lecture-Discussion,"Bravo De Guenni, L",CSE,Computational Science and Engineering,2024,Spring 2024
151,47422,G  ,Laboratory,"Dave, H;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
466,72907,A  ,Practice,"Shepard, M;Solya, A",MUSC,Music Lessons and Ensembles,2024,Spring 2024
451,37474,B3 ,Lecture-Discussion,"Mercer, B;Ravi, P",CSE,Computational Science and Engineering,2024,Spring 2024
198,66224,INT,Independent Study,"Knox, T",MCB,Molecular and Cell Biology,2024,Spring 2024
451,59678,B4 ,Lecture-Discussion,"Mercer, B;Ravi, P",CSE,Computational Science and Engineering,2024,Spring 2024
468,72908,A  ,Practice,"Tilley, M;Wigley, S",MUSC,Music Lessons and Ensembles,2024,Spring 2024
199,56376,INT,Conference,"Knox, T",MCB,Molecular and Cell Biology,2024,Spring 2024
461,29957,A  ,Lecture-Discussion,"Vollmer, B",CSE,Computational Science and Engineering,2024,Spring 2024
199,63819,LDR,Conference,"Knox, T",MCB,Molecular and Cell Biology,2024,Spring 2024
469,72910,BS ,Practice;Practice;Practice,"Gunn, J;Gunn, N;Tilley, M;Gunn, J;Gunn, N;Tilley, M;Gunn, J;Gunn, N;Tilley, M",MUSC,Music Lessons and Ensembles,2024,Spring 2024
461,62529,ONL,Online,"Vollmer, B",CSE,Computational Science and Engineering,2024,Spring 2024
469,73465,CAR,Practice;Practice,"Gunn, J;Harris, D;Tilley, M;Gunn, J;Harris, D;Tilley, M",MUSC,Music Lessons and Ensembles,2024,Spring 2024
199,46942,M1 ,Discussion/Recitation,"Hawk, C;Reedy, M;Stenger, A",MCB,Molecular and Cell Biology,2024,Spring 2024
199,46943,M2 ,Lecture-Discussion,"Reedy, M;Stenger, A",MCB,Molecular and Cell Biology,2024,Spring 2024
469,72909,FS ,Practice,"Wigley, S",MUSC,Music Lessons and Ensembles,2024,Spring 2024
498,70543,DM ,Lecture-Discussion,"Schleife, A",CSE,Computational Science and Engineering,2024,Spring 2024
199,46946,M3 ,Lecture-Discussion,"Hawk, C;Reedy, M;Stenger, A",MCB,Molecular and Cell Biology,2024,Spring 2024
199,40395,MED,Lecture-Discussion,"Polites, G",MCB,Molecular and Cell Biology,2024,Spring 2024
470,72911,A  ,Practice,"Gunn, J",MUSC,Music Lessons and Ensembles,2024,Spring 2024
510,50118,N  ,Lecture,"Olson, L",CSE,Computational Science and Engineering,2024,Spring 2024
199,46944,NR ,Discussion/Recitation,"Toma, J",MCB,Molecular and Cell Biology,2024,Spring 2024
470,76249,B  ,Practice,"Herrera, L",MUSC,Music Lessons and Ensembles,2024,Spring 2024
521,69418,A  ,Discussion/Recitation,"Huang, J",CSE,Computational Science and Engineering,2024,Spring 2024
246,54927,A  ,Lecture,"Joesting, J",MCB,Molecular and Cell Biology,2024,Spring 2024
473,72912,A  ,Practice,"Carrillo, C",MUSC,Music Lessons and Ensembles,2024,Spring 2024
522,57171,S  ,Lecture-Discussion,"Torrellas, J",CSE,Computational Science and Engineering,2024,Spring 2024
247,55464,A  ,Laboratory,"Crowe, L;Joesting, J",MCB,Molecular and Cell Biology,2024,Spring 2024
474,72915,A  ,Practice,"Finkelman, J",MUSC,Music Lessons and Ensembles,2024,Spring 2024
247,55465,B  ,Laboratory,"Joesting, J;Wilson, K",MCB,Molecular and Cell Biology,2024,Spring 2024
525,63832,A1 ,Lecture-Discussion,"Chen, Y",CSE,Computational Science and Engineering,2024,Spring 2024
475,72916,A  ,Practice,"Raspopova, N;Watson, C",MUSC,Music Lessons and Ensembles,2024,Spring 2024
247,55466,C  ,Laboratory,"Joesting, J;Panagopoulos, A",MCB,Molecular and Cell Biology,2024,Spring 2024
247,55467,D  ,Laboratory,"Joesting, J;Wortsman, J",MCB,Molecular and Cell Biology,2024,Spring 2024
542,63828,A1 ,Lecture-Discussion,"Liu, J",CSE,Computational Science and Engineering,2024,Spring 2024
476,72917,A  ,Practice,"Reitz, H;Shepard, M;Solya, A",MUSC,Music Lessons and Ensembles,2024,Spring 2024
247,55468,E  ,Laboratory,"Hobbs, S;Joesting, J",MCB,Molecular and Cell Biology,2024,Spring 2024
247,55469,F  ,Laboratory,"Asokakumar, A;Joesting, J",MCB,Molecular and Cell Biology,2024,Spring 2024
551,31750,D  ,Lecture-Discussion,"Kamarei, F;Lopez-Pamies, O",CSE,Computational Science and Engineering,2024,Spring 2024
247,55470,G  ,Laboratory,"Chavez, J;Joesting, J",MCB,Molecular and Cell Biology,2024,Spring 2024
478,72918,A  ,Practice,"Reitz, H;Watson, C",MUSC,Music Lessons and Ensembles,2024,Spring 2024
551,60866,ONL,Online,"Kamarei, F;Lopez-Pamies, O",CSE,Computational Science and Engineering,2024,Spring 2024
247,55472,H  ,Laboratory,"Carmody, C;Joesting, J",MCB,Molecular and Cell Biology,2024,Spring 2024
247,55473,I  ,Laboratory,"Joesting, J;Kliros, E",MCB,Molecular and Cell Biology,2024,Spring 2024
480,72919,A  ,Practice,"Geraldi, K",MUSC,Music Lessons and Ensembles,2024,Spring 2024
566,63492,A  ,Lecture-Discussion,"Jewett, B",CSE,Computational Science and Engineering,2024,Spring 2024
247,55474,J  ,Laboratory,"Georgiou, M;Joesting, J",MCB,Molecular and Cell Biology,2024,Spring 2024
247,57136,M  ,Laboratory,"Butryn, E;Joesting, J",MCB,Molecular and Cell Biology,2024,Spring 2024
481,72920,A  ,Practice,"Houser, B",MUSC,Music Lessons and Ensembles,2024,Spring 2024
247,57137,N  ,Laboratory,"Joesting, J;Lasota, K",MCB,Molecular and Cell Biology,2024,Spring 2024
100,63861,F  ,Lecture-Discussion,"Bales, A",CW,Creative Writing,2024,Spring 2024
247,57138,O  ,Laboratory,"Joesting, J;Letzkus, M",MCB,Molecular and Cell Biology,2024,Spring 2024
482,72921,A  ,Practice,"Bell, M;Fleming, K",MUSC,Music Lessons and Ensembles,2024,Spring 2024
100,65948,G  ,Lecture-Discussion,"Price, J",CW,Creative Writing,2024,Spring 2024
247,57139,P  ,Laboratory,"Joesting, J;Lowndes, H",MCB,Molecular and Cell Biology,2024,Spring 2024
100,75694,K  ,Lecture-Discussion,"Kempf, C",CW,Creative Writing,2024,Spring 2024
247,57140,Q  ,Laboratory,"Jarman, T;Joesting, J",MCB,Molecular and Cell Biology,2024,Spring 2024
484,72922,A  ,Practice,"Rudy, H",MUSC,Music Lessons and Ensembles,2024,Spring 2024
100,73794,P  ,Lecture-Discussion,"Price, J",CW,Creative Writing,2024,Spring 2024
247,57141,R  ,Laboratory,"Glore, H;Joesting, J",MCB,Molecular and Cell Biology,2024,Spring 2024
484,73567,B  ,Practice,"Bell, M;Mondragon, A;Mulligan, R",MUSC,Music Lessons and Ensembles,2024,Spring 2024
247,57142,S  ,Laboratory,"Joesting, J;Pickard, H",MCB,Molecular and Cell Biology,2024,Spring 2024
104,43365,B  ,Lecture-Discussion,"Canipe, J",CW,Creative Writing,2024,Spring 2024
247,57143,T  ,Laboratory,"Joesting, J;Norsworthy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
104,43366,D  ,Lecture-Discussion,"Thorpe, H",CW,Creative Writing,2024,Spring 2024
488,73048,A  ,Practice,"Houser, B;Rudy, H",MUSC,Music Lessons and Ensembles,2024,Spring 2024
104,56175,G  ,Lecture-Discussion,"Rubins, J",CW,Creative Writing,2024,Spring 2024
488,73049,B  ,Practice,"Houser, B;Rudy, H",MUSC,Music Lessons and Ensembles,2024,Spring 2024
104,43431,Q  ,Lecture-Discussion,"Rubins, J",CW,Creative Writing,2024,Spring 2024
250,44339,ADA,Discussion/Recitation,"Kirchner, N;Possa Paranhos, I",MCB,Molecular and Cell Biology,2024,Spring 2024
104,43364,T  ,Lecture-Discussion,"Miller, D",CW,Creative Writing,2024,Spring 2024
490,72923,A  ,Practice,"McNeill, C",MUSC,Music Lessons and Ensembles,2024,Spring 2024
250,44340,ADB,Discussion/Recitation,"Kirchner, N;Possa Paranhos, I",MCB,Molecular and Cell Biology,2024,Spring 2024
250,44341,ADC,Discussion/Recitation,"Bose, A;Kirchner, N",MCB,Molecular and Cell Biology,2024,Spring 2024
491,72924,A  ,Practice,"Pugh, J",MUSC,Music Lessons and Ensembles,2024,Spring 2024
106,43433,D  ,Lecture-Discussion,"Robinson, D",CW,Creative Writing,2024,Spring 2024
250,44343,ADE,Discussion/Recitation,"Kirchner, N;Shilikbay, T",MCB,Molecular and Cell Biology,2024,Spring 2024
250,44345,ADF,Discussion/Recitation,"Kirchner, N;Shilikbay, T",MCB,Molecular and Cell Biology,2024,Spring 2024
106,43367,G  ,Lecture-Discussion,"Fash, M",CW,Creative Writing,2024,Spring 2024
